Year,Rank,Company,Revenue (in millions),Profit (in millions)
1956,168,Oscar Mayer,220.20,4.9
1956,169,Eaton,218.10,13.3
1956,170,Unisys,217.80,12.2
1956,171,Glidden,217.00,8.4
1956,172,Container Corp. of America,215.60,15.7
1956,173,Grumman,213.40,9.8
1956,174,Arden Farms,212.30,2.1
1956,175,Hearst Consolidated Publications,207.60,2.6
1956,176,Brink's,205.80,3.1
1956,177,Bell Intercontinental,204.40,5.9
1956,178,Admiral,202.40,2.4
1956,179,Anheuser-Busch,201.70,8
1956,180,Quantum Chemical,201.60,15.5
1956,181,Pet,200.20,9.2
1956,182,Timken,196.10,22.1
1956,183,Mack Trucks,194.30,7.8
1956,184,Cannon Mills,193.70,10
1956,185,ACF Industries,190.80,6.9
1956,186,Carrier,190.00,8.5
1956,187,Textron,189.20,5.5
1956,188,Dana,186.60,15.3
1956,189,Raytheon,182.30,4.5
1956,190,Kellogg,182.10,13.8
1956,191,White Motor,179.90,6.1
1956,192,Curtis Publishing,179.80,4.1
1956,193,Celanese,177.50,11.2
1956,194,Gillette,176.90,29
1956,195,Pittsburgh Steel,176.70,7.5
1956,196,Westvaco,176.20,15.7
1956,197,Westinghouse Air Brake,172.50,12.4
1956,198,Sharon Steel,171.20,8
1956,199,Consolidation Coal,168.60,14
1956,200,Genesco,167.90,5.3
1956,201,Walter Industries,167.40,2.4
1956,202,Sterling Drug,166.90,15.7
1956,203,Wesson Oil & Snowdrift,166.70,4.7
1956,204,American-Marietta,165.30,11.1
1956,205,Dresser Industries,164.80,10.4
1956,206,Kaiser Industries,164.00,5.1
1956,207,Pfizer,163.80,15.3
1956,208,Cone Mills,163.60,4.8
1956,209,Grinnell,163.20,8.3
1956,210,Rohm & Haas,161.60,17.7
1956,211,Owens Corning,161.30,10.9
1956,212,Rheem Manufacturing,160.60,5.2
1956,213,Norton,160.50,N.A.
1956,214,Baldwin-Lima-Hamilton,160.30,1.8
1956,215,Gair (Robert),160.20,9.3
1956,216,Brown Shoe,159.50,6.5
1956,217,Merck,157.90,15.7
1956,218,Schenley Industries,157.80,6.1
1956,219,Corning,157.70,18.6
1956,220,Altria Group,157.00,11.5
1956,221,Simmons,156.30,6.6
1956,222,McDonnell Douglas,154.60,4.6
1956,223,Fairchild Engine & Airplane,154.40,4.3
1956,224,Dart Industries,153.50,4.1
1956,225,Zenith Electronics,152.90,8
1956,226,Hershey Foods,151.60,10.6
1956,227,Staley Continental,151.50,5.2
1956,228,Eastern Gas & Fuel Associates,151.10,5.2
1956,229,Champion International,150.60,7.5
1956,230,Mead,150.50,10.6
1956,231,BOC,149.20,11.6
1956,232,Bridgeport Brass,148.60,5.5
1956,233,National Gypsum,148.20,15.8
1956,234,Abex,147.10,6.4
1956,235,Chance Vought,147.10,4.8
1956,236,Scovill,146.90,5.5
1956,237,Continental Motors,145.50,2.5
1956,238,Ingersoll-Rand,145.40,27.5
1956,239,Anaconda Wire & Cable,145.20,7
1956,240,AMF,145.00,4.8
1956,241,McLouth Steel,145.00,8.1
1956,242,National Sugar Refining,144.90,1.9
1956,243,Central Soya,144.80,2.6
1956,244,Stauffer Chemical,143.60,12.3
1956,245,Endicott Johnson,143.10,2.8
1956,246,ITT Rayonier,142.50,15.9
1956,247,McGraw-Edison,142.50,9.5
1956,248,Budd,141.50,12.2
1956,249,Eli Lilly,141.30,16.3
1956,250,Studebaker-Worthington,140.90,7.2
1956,251,Kelsey-Hayes,140.80,7.4
1956,252,Campbell Taggart,140.60,7.9
1956,253,American Bakeries,139.00,5.4
1956,254,Stokely-Van Camp,136.50,3.8
1956,255,Kaiser Steel,136.10,5.7
1956,256,Combustion Engineering,135.80,5.6
1956,257,Certainteed,135.40,8.1
1956,258,Champion Papers,135.20,10.2
1956,259,Marathon,135.10,9.2
1956,260,Pabst Brewing,134.30,2.4
1956,261,Cletrac,133.60,4.8
1956,262,General Precision Equipment,133.30,2.5
1956,263,Clark Equipment,131.30,9.5
1956,264,Lorillard,129.80,6.6
1956,265,Link-Belt,129.50,7.6
1956,266,Tecumseh Products,129.50,6.3
1956,267,GK Technologies,129.40,6.5
1956,268,Diamond International,128.80,9.1
1956,269,General Host,128.70,2.1
1956,270,WestPoint Stevens,128.60,5.1
1956,271,Keebler,127.10,3.6
1956,272,"Parke, Davis",123.10,14.3
1956,273,Union Camp,123.00,14.3
1956,274,Newport News Shipbuilding,122.50,4.8
1956,275,Bemis,121.80,2.1
1956,276,St. Joseph Lead,121.50,12.7
1956,277,GAF,121.20,4.2
1956,278,Alco Products,120.70,4.3
1956,279,Sunshine Biscuits,119.20,6.1
1956,280,Granite City Steel,116.30,12.6
1956,281,Eagle-Picher Industries,114.50,5
1956,282,Cleveland-Cliffs,114.50,13.4
1956,283,Stewart-Warner,113.80,6.2
1956,284,Anchor Hocking,113.80,6.1
1956,285,Crown Holdings,113.00,1.8
1956,286,"Fairbanks, Morse",111.90,2.7
1956,287,U.S. Pipe & Foundry,111.30,11.3
1956,288,Maxus Energy,110.30,8.4
1956,289,Interlake,109.90,6.2
1956,290,Blaw-Knox,109.20,2.4
1956,291,Warren Petroleum,109.00,10.1
1956,292,Collins Radio,108.40,3.5
1956,293,Minute Maid,106.50,3.1
1956,294,H.K. Porter,106.10,6.4
1956,295,Long-Bell Lumber Co.,105.70,9.7
1956,296,Chemetron,105.50,5.6
1956,297,Yale & Towne Manufacturing,104.90,4.7
1956,298,Cincinnati Milacron,104.70,4.4
1956,299,Best Foods,104.10,4.9
1956,300,Garrett,103.40,3.7
1956,301,Colorado Milling & Elevator,102.80,1.1
1956,302,Detroit Steel,101.80,6.3
1956,303,Amerada Hess,101.80,25.4
1956,304,Keystone Consolidated Industries,101.40,9.5
1956,305,American Chain & Cable,101.10,6.1
1956,306,Flintkote,101.00,4.9
1956,307,Inmont,100.50,4.7
1956,308,Interstate Brands,99.70,3.4
1956,309,Interlake Iron,98.80,8.5
1956,310,Plymouth Oil,98.10,6.9
1956,311,Allied Mills,97.80,2.8
1956,312,Kendall,97.60,3.8
1956,313,Ward Foods,97.00,1.5
1956,314,Imcera Group,96.50,6.3
1956,315,Automatic Canteen,95.80,1.9
1956,316,National Container,95.30,8.4
1956,317,Case,94.80,0.9
1956,318,Pocahontas Fuel,94.80,4.8
1956,319,Fairmont Foods,94.50,1
1956,320,Hooker Chemical,94.20,10.6
1956,321,Texasgulf,93.60,32.4
1956,322,Maytag,93.10,6.3
1956,323,Stanley Works,92.50,5.6
1956,324,Ex-Cell-O,92.50,9.5
1956,325,Wagner Electric,92.30,4.7
1956,326,Georgia-Pacific,92.00,6.2
1956,327,Dan River,91.70,3.8
1956,328,Abbott Laboratories,91.70,9.7
1956,329,US Pharmaceuticals,91.70,16
1956,330,Lone Star Industries,91.50,14.8
1956,331,Squibb,91.10,3.7
1956,332,ESB,90.80,2.6
1956,333,Spencer Kellogg & Sons,90.30,0.3
1956,334,Sunbeam/Oster,90.10,6.9
1956,335,Foster Wheeler,90.10,1.3
1956,336,Warner-Lambert,90.00,8.1
1956,337,Carborundum,89.80,5.2
1956,338,Fibreboard,89.80,6.5
1956,339,PepsiCo,89.00,9.5
1956,340,Emerson Radio & Phonograph,87.40,2.5
1956,341,Cluett Peabody,87.40,3.8
1956,342,Thomas J. Lipton,87.20,3.5
1956,343,Gerber Products,86.70,5.5
1956,344,Riegel Textile,86.30,1.6
1956,345,Paccar,86.20,3.6
1956,346,Wm. Wrigley Jr.,86.10,11.6
1956,347,Outboard Marine,85.90,6.4
1956,348,Hines (Edward) Lumber,85.60,5.2
1956,349,Norton Simon,85.60,2.4
1956,350,Federal-Mogul,85.00,7.8
1956,351,Royal McBee,84.70,3.6
1956,352,Pepperell Manufacturing,84.70,1.9
1956,353,Houdaille Industries,84.60,2.8
1956,354,Beaunit,84.00,3.9
1956,355,Industrial Rayon,83.70,10.7
1956,356,National Automotive Fibers,83.50,2.2
1956,357,Motor Products,83.50,-1.7
1956,358,Liebmann Breweries,83.00,N.A.
1956,359,Rockwell Manufacturing,82.90,6.8
1956,360,Raybestos-Manhattan,82.90,3.7
1956,361,Bigelow-Sanford,82.70,2.4
1956,362,York International,82.70,2.4
1956,363,Rohr,82.40,3.3
1956,364,Olivetti Underwood,82.40,1.5
1956,365,Ruberoid,82.10,4.5
1956,366,Joy Technologies,81.90,5.7
1956,367,U.S. Industries,81.30,3.6
1956,368,City Products,81.30,4.1
1956,369,Cummins,81.00,4.5
1956,370,Coltec Industries,81.00,1.9
1956,371,Amsted Industries,80.70,3.8
1956,372,Midland-Ross,80.60,4.4
1956,373,Harbison-Walker Refractories,80.50,7.7
1956,374,Hazel-Atlas Glass,79.90,3.4
1956,375,Island Creek Coal,79.40,6.2
1956,376,Lukens Steel,79.30,1.7
1956,377,Superior Oil,78.90,3.4
1956,378,Square D,78.70,8.4
1956,379,Handy & Harman,78.70,0.9
1956,380,Motor Wheel,78.60,3
1956,381,Copperweld Steel,78.50,2.4
1956,382,LTV,78.20,3.1
1956,383,Virginia-Carolina Chemical,77.50,2.4
1956,384,Falstaff Brewing,77.00,4.4
1956,385,Beech Aircraft,77.00,3.6
1956,386,"American Zinc, Lead & Smelting",76.70,2.6
1956,387,McGraw-Hill,76.70,6.3
1956,388,Bulova Watch,76.40,3
1956,389,Kroehler Manufacturing,76.20,4.1
1956,390,Bristol-Myers Squibb,75.70,4.9
1956,391,Barium Steel,75.10,0.7
1956,392,Hartmarx,74.80,1.7
1956,393,Mansfield Tire & Rubber,74.60,1.8
1956,394,Cerro,74.10,14
1956,395,Daystrom,73.80,1.7
1956,396,American Bosch Arma,73.80,3.4
1956,397,Mohasco,73.70,1.7
1956,398,Joslyn Manufacturing & Supply,73.50,3.2
1956,399,AM International,73.40,6.7
1956,400,Minnesota & Ontario Paper,73.10,7.4
1956,401,I-T-E Imperial,73.00,1.8
1956,402,Murray Corp.,72.90,5.7
1956,403,Bibb Manufacturing,72.80,1.9
1956,404,Great Western Sugar,72.70,4.2
1956,405,Richardson-Vicks,72.70,6.5
1956,406,Minneapolis-Moline,72.30,0.7
1956,407,Clevite,71.90,4.9
1956,408,Bucyrus-Erie,71.70,6.5
1956,409,Lees (James) & Sons,71.30,3.4
1956,410,American Forest Products,71.30,2.6
1956,411,American Enka,71.30,7.1
1956,412,Celotex,71.10,5.1
1956,413,American Optical,71.00,2.6
1956,414,Crowell-Collier Publishing,70.90,0.8
1956,415,Lehigh Portland Cement,70.90,11.3
1956,416,National Can,70.90,1
1956,417,Times Mirror,70.70,3.2
1956,418,Ideal Basic Industries,70.00,13.8
1956,419,Dayco,69.20,2.3
1956,420,Remington Arms,69.00,7.9
1956,421,Armstrong Rubber,69.00,2.7
1956,422,Avon Products,68.90,6
1956,423,American Agricultural Chemical,68.70,4.4
1956,424,Carey (Philip) Manufacturing,68.00,2.6
1956,425,Pennwalt Corp,67.80,3.5
1956,426,Mueller Brass,67.70,2.5
1956,427,Arvin Industries,67.40,4.1
1956,428,Cuban Atlantic Sugar,67.30,3.1
1956,429,Tennessee Corp.,66.50,7.7
1956,430,Joy Global,66.30,1.5
1956,431,Berkshire Hathaway,65.50,0.3
1956,432,Savannah Sugar Refining,64.60,1.8
1956,433,Ekco Products,64.50,5.2
1956,434,Calumet & Hecia,64.40,3.6
1956,435,Ceco Industries,64.30,2.5
1956,436,International Silver,64.20,3.1
1956,437,Todd Shipyards,64.20,1.1
1956,438,Robertshaw Controls,64.00,3.8
1956,439,P.R. Mallory,63.90,2.2
1956,440,Solar Aircraft,63.90,2.1
1956,441,American Metal Products,63.50,4.3
1956,442,Chicago Pneumatic Tool,63.40,7.4
1956,443,Freeport Sulphur,63.30,12.4
1956,444,Lily-Tulip Cup,63.10,5.3
1956,445,Columbian Carbon,62.80,6.3
1956,446,Bliss (E.W.),62.80,2.1
1956,447,National Homes,62.30,2.1
1956,448,Suntide Refining,62.10,1.6
1956,449,Bird & Son,61.70,2.4
1956,450,Cutler-Hammer,61.60,5.6
1956,451,Publicker Industries,61.50,-1.8
1956,452,Canada Dry,61.40,3.5
1956,453,Consolidated Papers,61.20,5.6
1956,454,Climax Molybdenum,61.10,17.4
1956,455,Anderson-Prichard Oil,61.00,5
1956,456,Harshaw Chemical,60.90,2.5
1956,457,Butler Manufacturing,60.80,1.7
1956,458,Bates Manufacturing,60.70,2.1
1956,459,Standard Coil Products,60.50,-0.3
1956,460,Consolidated Coppermines,60.50,6.2
1956,461,Continental Foundry & Machine,60.40,2.9
1956,462,Atlas Powder,60.30,3.5
1956,463,Elgin National Watch,60.10,1.6
1956,464,Erwin Mills,59.90,0.7
1956,465,Mullins Manufacturing,59.80,1.7
1956,466,Congoleum,59.80,2.2
1956,467,Gould-National Batteries,59.70,2.6
1956,468,Tobin Packing,59.30,1.1
1956,469,Premcor,59.00,1.4
1956,470,Natl. Malleable & Steel Castings,59.00,2.4
1956,471,Crown Central,58.80,1.7
1956,472,Dole,58.80,1.4
1956,473,Glen Alden,58.70,0.2
1956,474,Servel,58.60,-4
1956,475,Stanley Home Products,58.50,3.1
1956,476,Alan Wood Steel,58.40,2.6
1956,477,Laclede Steel,58.20,4
1956,478,Briggs & Stratton,58.10,6.6
1956,479,Du Mont (Allen B.) Labs.,57.80,-3.7
1956,480,Visking,57.70,5.1
1956,481,Vertol Aircraft,57.70,1.6
1956,482,Bohn Aluminum & Brass,57.50,2.2
1956,483,Vanadium,57.30,5.4
1956,484,Sutherland Paper,57.30,3.5
1956,485,Blue Bell,57.10,1.8
1956,486,Graniteville Co.,56.80,1.3
1956,487,Commercial Solvents,56.60,3.5
1956,488,Pittsburgh Coke & Chemical,56.60,3.1
1956,489,General Refractories,56.50,6
1956,490,Oxford Paper,56.40,4.1
1956,491,Langendorf United Bakeries,56.40,1.3
1956,492,South Penn Oil,55.80,6.1
1956,493,Signal Oil Gas,55.70,9.6
1956,494,Champlin Oil & Refining,55.70,7
1956,495,Great Northern Paper,55.70,5
1956,496,Sheller Manufacturing,55.60,3.8
1956,497,Holly Sugar,55.50,2.2
1956,498,Consolidated Cigar,55.30,2.2
1956,499,Weatherhead,55.20,2.3
1956,500,Warren (S.D.),55.10,2.9
1957,1,General Motors,10796.40,847.4
1957,2,Exxon Mobil,7126.90,808.5
1957,3,Ford Motor,4647.00,236.6
1957,4,U.S. Steel,4228.90,348.1
1957,5,General Electric,4090.00,213.8
1957,6,Mobil,2750.30,249.5
1957,7,Chrysler,2676.30,20
1957,8,Esmark,2429.30,14
1957,9,AT&T Technologies,2372.70,81
1957,10,Gulf Oil,2339.70,282.7
1957,11,Bethlehem Steel,2326.70,161.4
1957,12,Texaco,2046.30,302.3
1957,13,Armour,2011.40,14.7
1957,14,Amoco,1890.20,149.4
1957,15,DuPont,1888.40,383.4
1957,16,Shell Oil,1635.40,135.8
1957,17,CBS,1525.40,3.5
1957,18,ChevronTexaco,1452.50,267.9
1957,19,Goodyear Tire & Rubber,1358.80,62.5
1957,20,Kraft,1352.90,41.7
1957,21,Union Carbide,1324.50,146.2
1957,22,Navistar International,1252.10,49.6
1957,23,Republic Steel,1244.20,90.4
1957,24,Sinclair Oil,1180.10,95.9
1957,25,RCA,1121.10,40
1957,26,Firestone Tire & Rubber,1115.20,60.5
1957,27,Douglas Aircraft,1073.50,33.2
1957,28,General Dynamics,1047.80,31.9
1957,29,Procter & Gamble,1038.30,59.3
1957,30,ConocoPhillips,1033.40,95.2
1957,31,Continental Group,1010.30,43.1
1957,32,Boeing,1006.40,32.1
1957,33,Citgo Petroleum,973.70,62.2
1957,34,International Paper,969.60,86.6
1957,35,United Technologies,952.90,37.1
1957,36,General Foods,931.10,39
1957,37,Rockwell Automation,914.00,28.8
1957,38,Uniroyal,901.30,31.9
1957,39,Borden Chemical,877.00,23.6
1957,40,Alcoa,864.40,89.6
1957,41,Sperry,815.80,47.4
1957,42,American Can,771.60,34.8
1957,43,ARMCO,761.80,65.6
1957,44,Eastman Kodak,761.70,94.2
1957,45,Anaconda,749.40,111.5
1957,46,Jones & Laughlin Steel,742.60,45.1
1957,47,Lockheed Martin,742.60,13.9
1957,48,Intl. Business Machines,734.30,68.8
1957,49,Sunoco,731.40,56.2
1957,50,Ryerson Tull,727.20,53
1957,51,Goodrich,724.20,43.8
1957,52,Caterpillar,685.90,55.4
1957,53,Youngstown Sheet & Tube,676.30,43.2
1957,54,Honeywell Intl.,668.90,47
1957,55,AMAX,667.30,23.9
1957,56,National Intergroup,664.30,52.5
1957,57,Burlington Industries Equity,636.40,20.8
1957,58,Wilson,609.00,7.1
1957,59,BorgWarner,598.70,35.8
1957,60,Ogden,597.70,6.7
1957,61,Olin,596.70,44.8
1957,62,PPG Industries,596.60,55.4
1957,63,Asarco,592.90,39.8
1957,64,Fortune Brands,585.20,52
1957,65,Bendix,581.40,24.3
1957,66,NL Industries,576.30,63.2
1957,67,Conoco,576.30,51.8
1957,68,Curtiss-Wright,571.10,43.2
1957,69,Kennecott,567.00,143.2
1957,70,Dow Chemical,565.30,59.7
1957,71,Allis-Chalmers,547.40,20.4
1957,72,Atlantic Richfield,544.90,47.2
1957,73,ITT Industries,544.80,28.1
1957,74,Monsanto,541.90,38.6
1957,75,Tidewater Oil,522.60,38
1957,76,Nabisco Group Holdings,518.30,61.9
1957,77,General Mills,516.10,14.1
1957,78,American Cyanamid,500.70,55.4
1957,79,Owens-Illinois,496.00,35.3
1957,80,Pure Oil,486.20,36.6
1957,81,Standard Brands,473.20,12.1
1957,82,Crown Zellerbach,462.40,73.7
1957,83,Sealed Air,438.10,19.8
1957,84,Campbell Soup,429.80,29.2
1957,85,Phelps Dodge,418.80,87
1957,86,Nabisco Brands,410.50,20.3
1957,87,American Motors,408.40,-19.7
1957,88,Reynolds Metals,405.20,41.2
1957,89,American Standard,401.30,19.6
1957,90,Unocal,396.40,34.2
1957,91,Ralston Purina,393.70,14.3
1957,92,BP America,392.50,26.6
1957,93,GenCorp,390.50,10.9
1957,94,Foremost Dairies,384.00,10.2
1957,95,Crane,375.20,10.9
1957,96,Merritt-Chapman & Scott,374.00,16.8
1957,97,J.P. Stevens,372.60,10.4
1957,98,United Merchants & Mfrs.,368.60,13.8
1957,99,Whirlpool,368.20,13.8
1957,100,Pullman,364.40,12.7
1957,101,Singer,363.90,19.1
1957,102,Hygrade Food Products,362.00,2.4
1957,103,Martin Marietta,359.00,10.8
1957,104,Carnation,358.00,9
1957,105,Philco,347.90,0.4
1957,106,Republic Aviation,346.20,7.4
1957,107,Kaisertech,343.60,42.3
1957,108,CF&I Steel,341.60,16.7
1957,109,NCR,340.90,18.4
1957,110,Morrell (John),340.80,2.9
1957,111,Amstar,338.10,9.9
1957,112,Consolidation Coal,335.60,37.4
1957,113,Sylvania Electric Products,332.30,14.8
1957,114,Sunray DX Oil,332.20,45.3
1957,115,Pillsbury,331.00,4.4
1957,116,3M,330.80,38.7
1957,117,St. Regis,330.60,22.5
1957,118,Beatrice,325.00,6.4
1957,119,Weyerhaeuser,324.10,51.4
1957,120,Northrop Grumman,322.50,5
1957,121,Avco,320.60,-16.4
1957,122,Hormel Foods,319.30,5.1
1957,123,Deere,313.60,20.1
1957,124,Manville,310.40,25
1957,125,Liggett Group,308.50,26.5
1957,126,Otis Elevator,307.80,9.2
1957,127,TRW,306.50,13
1957,128,Koppers,305.60,12.1
1957,129,Bestfoods,304.20,23.5
1957,130,Studebaker,303.00,-103.3
1957,131,FMC,302.20,15.9
1957,132,Wyeth,295.50,31.2
1957,133,"Libby, McNeill & Libby",292.50,8
1957,134,Cudahy,291.10,6.1
1957,135,Colgate-Palmolive,291.00,10.5
1957,136,M. Lowenstein,290.60,5.7
1957,137,Honeywell,287.90,22.5
1957,138,Allegheny International,286.00,15.3
1957,139,Continental Baking,284.20,7.5
1957,140,National Supply,282.90,15.2
1957,141,Babcock & Wilcox,281.50,14.1
1957,142,Ashland,279.90,13.5
1957,143,Quaker Oats,277.20,11.6
1957,144,Container Corp. of America,276.00,18.2
1957,145,Marathon Oil,275.00,41.2
1957,146,Coca-Cola,273.30,29.2
1957,147,Unisys,271.80,14.2
1957,148,Scott Paper,270.30,22.4
1957,149,Furniture Brands Intl.,266.80,11.8
1957,150,Kaiser Industries,266.40,15
1957,151,Rath Packing,265.50,3.6
1957,152,USG,265.00,40.6
1957,153,Crucible Steel,263.90,12.8
1957,154,H.J. Heinz,262.40,10.6
1957,155,Aeroquip-Vickers,259.10,29.2
1957,156,Wheeling Pittsburgh,256.30,17.7
1957,157,Fruehauf,255.60,6.3
1957,158,Mack Trucks,254.20,12.1
1957,159,Richfield Oil,253.90,26.6
1957,160,Kimberly-Clark,253.30,21.6
1957,161,Skelly Oil,251.40,34.1
1957,162,Revere Copper & Brass,250.50,9.6
1957,163,Arden Farms,250.00,2.4
1957,164,Rockwell-Standard,249.50,11.9
1957,165,Del Monte Foods,249.30,11.4
1957,166,Armstrong Holdings,247.40,13.3
1957,167,Brink's,246.20,7.4
1957,168,Textron,245.80,6.5
1957,169,ACF Industries,245.60,8
1957,170,Johnson & Johnson,244.10,12.9
1957,171,American Viscose,239.40,14.9
1957,172,A.O. Smith,238.20,7.1
1957,173,Hercules,235.90,17.7
1957,174,Electric Autolite,231.60,2.3
1957,175,Dresser Industries,230.30,17.3
1957,176,Quantum Chemical,229.90,20.1
1957,177,Pet,229.40,29
1957,178,Dana,228.50,17.3
1957,179,J.E. Seagram,228.50,12.3
1957,180,Motorola,227.60,8
1957,181,Eaton,227.20,13
1957,182,Glidden,226.30,8.1
1957,183,Oscar Mayer,219.70,5.7
1957,184,Brown Shoe,219.10,8.5
1957,185,Bell Intercontinental,216.00,5.8
1957,186,Anheuser-Busch,214.70,9.8
1957,187,Westinghouse Air Brake,214.70,11.9
1957,188,Timken,214.50,21.8
1957,189,Hearst Consolidated Publications,211.20,1.2
1957,190,Archer Daniels Midland,210.90,5.9
1957,191,McGraw-Edison,210.60,14
1957,192,White Motor,207.40,7.2
1957,193,Cannon Mills,206.40,10.6
1957,194,Champion International,202.80,11.3
1957,195,American-Marietta,202.30,16.2
1957,196,Kellogg,201.70,15.1
1957,197,Kaiser Steel,201.50,23.6
1957,198,Gillette,200.70,31.5
1957,199,AMF,198.10,9
1957,200,Grumman,197.50,7.7
1957,201,Baldwin-Lima-Hamilton,195.30,3.7
1957,202,Genesco,195.20,5.9
1957,203,GATX,195.00,13.6
1957,204,Carrier,193.20,9.4
1957,205,Ingersoll-Rand,189.10,36.1
1957,206,Grinnell,189.00,8.8
1957,207,Celanese,188.30,16.9
1957,208,Westvaco,187.60,16.3
1957,209,GK Technologies,186.60,12
1957,210,Curtis Publishing,186.60,6.2
1957,211,McDonnell Douglas,186.20,6.8
1957,212,Abex,186.10,9
1957,213,Altria Group,182.50,12.8
1957,214,Admiral,182.00,1
1957,215,Eli Lilly,181.50,30.1
1957,216,Staley Continental,181.00,4.9
1957,217,Sharon Steel,178.70,13.3
1957,218,Pfizer,178.40,18.3
1957,219,Pittsburgh Steel,178.30,6.2
1957,220,Sterling Drug,177.70,16.9
1957,221,Eastern Gas & Fuel Associates,176.90,10.8
1957,222,Walter Industries,176.10,3
1957,223,Raytheon,175.50,1.3
1957,224,Rheem Manufacturing,173.90,-9.7
1957,225,Owens Corning,173.10,10.4
1957,226,Norton,173.00,N.A.
1957,227,Merck,172.40,20.2
1957,228,National Sugar Refining,172.10,2.6
1957,229,Alco Products,170.40,4
1957,230,Studebaker-Worthington,170.20,9.3
1957,231,BOC,169.80,15.7
1957,232,Combustion Engineering,169.00,6.5
1957,233,Mead,168.30,13.4
1957,234,Blaw-Knox,167.00,7
1957,235,Central Soya,166.60,2.7
1957,236,Budd,166.60,14.2
1957,237,Wesson Oil & Snowdrift,165.40,4.1
1957,238,Rohm & Haas,164.10,16.1
1957,239,Link-Belt,163.90,11.1
1957,240,McLouth Steel,163.90,8.8
1957,241,Bridgeport Brass,163.30,4.7
1957,242,Union Camp,163.10,21.5
1957,243,Corning,163.10,18.4
1957,244,Schenley Industries,160.00,8.4
1957,245,Stokely-Van Camp,159.50,4.5
1957,246,Anaconda Wire & Cable,159.40,9.6
1957,247,Stauffer Chemical,159.10,13.7
1957,248,Tecumseh Products,159.00,7.4
1957,249,Cone Mills,156.20,5.5
1957,250,Dart Industries,155.60,4.5
1957,251,Fairchild Engine & Airplane,155.10,2
1957,252,Kelsey-Hayes,154.60,7.1
1957,253,Champion Papers,154.20,13.1
1957,254,General Precision Equipment,153.30,2.4
1957,255,Marathon,152.90,9.1
1957,256,National Gypsum,151.90,14.3
1957,257,Endicott Johnson,151.40,2.8
1957,258,Sunshine Biscuits,150.60,6.9
1957,259,Ex-Cell-O,150.30,14.1
1957,260,Cincinnati Milacron,149.50,8.1
1957,261,Hershey Foods,148.70,12.9
1957,262,Campbell Taggart,147.00,8.2
1957,263,Scovill,146.40,4.3
1957,264,Clark Equipment,145.40,9.4
1957,265,American Bakeries,144.40,5.9
1957,266,General Host,143.00,2.4
1957,267,Zenith Electronics,141.50,6.2
1957,268,Chemetron,141.20,9.5
1957,269,H.K. Porter,140.70,7.6
1957,270,Simmons,140.50,6.3
1957,271,Garrett,139.00,4.8
1957,272,ITT Rayonier,137.90,14
