BusinessName,FHRSID,BusinessType,RatingDate,RatingValue,AddressLine1,AddressLine2,AddressLine3,Hygiene,Structural,ConfidenceInManagement,Longitude,Latitude
BRT Vinyl Cafe,815021,Restaurant/Cafe/Canteen,2015-11-04,5,273 Portobello Road,LONDON,W11 1LR,5,5,5,-0.20679800000000,51.51786000000000
Brutti & Boni,716720,Restaurant/Cafe/Canteen,2014-10-28,5,Basement And Ground Floor,14 Gloucester Road,"LONDON, SW7 4RB",0,0,0,-0.18400400000000,51.49915600000000
Bubbleology,716754,Restaurant/Cafe/Canteen,2014-12-03,4,109-125 Knightsbridge,LONDON,,5,5,10,-0.15981700000000,51.50159400000000
Bubbleology,542958,Restaurant/Cafe/Canteen,2013-06-25,4,23 Cromwell Place,LONDON,SW7 2LD,0,10,5,-0.17439000000000,51.49457300000000
Buggsi Supermarket,668438,Retailers - other,2015-03-12,3,86-90 Bramley Road,LONDON,W10 6UG,5,10,10,-0.21747100000000,51.51396700000000
Builders Arms,334454,Pub/bar/nightclub,2015-08-18,4,Public House,1 Kensington Court Place,"LONDON, W8 5BJ",10,10,0,-0.18827800000000,51.50000400000000
Builders Arms PH,334469,Pub/bar/nightclub,2015-03-09,4,Public House,13 Britten Street,"LONDON, SW3 3TY",0,10,0,-0.16778200000000,51.48907500000000
Bumpkin,535396,Restaurant/Cafe/Canteen,2016-07-25,3,119 Sydney Street,LONDON,SW3 6NR,10,10,5,-0.16977700000000,51.48854800000000
Bumpkin,333813,Restaurant/Cafe/Canteen,2015-09-28,5,Basement To First Floor,102 Old Brompton Road,"LONDON, SW7 3RD",5,5,5,-0.17923300000000,51.49199600000000
Bunch of Grapes,334557,Pub/bar/nightclub,2016-02-09,5,Public House,207 Brompton Road,"LONDON, SW3 1LA",,,,-0.16682500000000,51.49750400000000
Buonasera at the Jam,334623,Restaurant/Cafe/Canteen,2015-11-19,4,289A King's Road,LONDON,SW3 5EW,5,10,5,-0.17356300000000,51.48534300000000
Burger & Lobster,615437,Restaurant/Cafe/Canteen,2015-11-26,5,109-125 Knightsbridge,LONDON,,5,0,0,-0.15981700000000,51.50159400000000
Burger King,335022,Restaurant/Cafe/Canteen,2015-06-17,5,Basement And Ground Floor South,85 Gloucester Road,"LONDON, SW7 4SS",5,5,0,-0.18212500000000,51.49424400000000
Burger King,334950,Restaurant/Cafe/Canteen,2016-05-11,1,Basement Ground And Mezzanine Floor South,250-252 Earl's Court Road,"LONDON, SW5 9AD",0,20,20,-0.19282600000000,51.49175600000000
Burger Sisters,909422,Other catering premises,,AwaitingInspection,,,,,,,,
Burnt Restaurant,867925,Restaurant/Cafe/Canteen,2016-05-12,5,3-5 Thorpe Close,LONDON,W10 5XL,5,5,0,-0.20894700000000,51.51818100000000
Busaba Eathai,334332,Restaurant/Cafe/Canteen,2016-02-19,5,356-360 King's Road,LONDON,SW3 5UZ,0,5,0,-0.17673400000000,51.48420600000000
Byron,334150,Restaurant/Cafe/Canteen,2016-07-21,5,242 Earl's Court Road,LONDON,SW5 9AA,5,5,5,-0.19315000000000,51.49195000000000
Byron,333860,Restaurant/Cafe/Canteen,2015-11-23,5,300 King's Road,LONDON,SW3 5UH,0,0,5,-0.17395300000000,51.48570000000000
Byron,333831,Restaurant/Cafe/Canteen,2016-07-06,4,75 Gloucester Road,LONDON,SW7 4SS,10,10,0,-0.18212500000000,51.49424400000000
Byron,333957,Restaurant/Cafe/Canteen,2016-08-17,5,93-95 Old Brompton Road,LONDON,SW7 3LD,0,0,0,-0.17701000000000,51.49246500000000
Byron Hamburgers Limited,333753,Restaurant/Cafe/Canteen,2015-07-13,5,222 Kensington High Street,LONDON,W8 7RG,5,5,0,-0.19705200000000,51.50002300000000
Ca Puccino Bar,333827,Restaurant/Cafe/Canteen,2016-05-13,5,Harrods,87-135 Brompton Road,"LONDON,",5,0,0,-0.16305300000000,51.49960300000000
Cabman's Shelter,333965,Restaurant/Cafe/Canteen,2015-03-24,5,Street Only Blpu,Pont Street,"LONDON, SW1X 9EN",5,5,5,-0.15727300000000,51.49752500000000
Cabman's Shelter,333727,Restaurant/Cafe/Canteen,2014-11-13,3,Thurloe Place,LONDON,SW7 2RR,10,10,10,-0.16973200000000,51.49613700000000
Cabman's Shelter (Night Shift),334043,Restaurant/Cafe/Canteen,2015-03-19,4,Cab Shelter,Thurloe Place,"LONDON, SW7 2RR",0,10,10,-0.16973200000000,51.49613700000000
Cacciari's,689005,Restaurant/Cafe/Canteen,2015-10-28,3,82 Old Brompton Road,LONDON,SW7 3LQ,10,10,10,-0.17727000000000,51.49281100000000
Cacciari's,583017,Restaurant/Cafe/Canteen,2015-08-03,5,Restaurant,82 Pembroke Road,"LONDON, W8 6NX",5,5,5,-0.20113000000000,51.49451000000000
Cadogan Hall,333527,Restaurant/Cafe/Canteen,2009-05-15,5,5 Sloane Terrace,LONDON,,0,5,0,-0.15758600000000,51.49367300000000
Cafe Beirut,333765,Restaurant/Cafe/Canteen,2016-07-29,4,170 Earl's Court Road,LONDON,SW5 9QQ,,,,-0.19515700000000,51.49365400000000
Cafe Copia,859473,Restaurant/Cafe/Canteen,2016-03-09,5,Health And Fitness Club,Point West,"116 Cromwell Road, LONDON, SW7 4XR",0,5,5,-0.18792000000000,51.49561000000000
Cafe De Fred,333853,Restaurant/Cafe/Canteen,2015-09-29,5,10A Earl's Court Road,LONDON,W8 6EA,5,5,5,-0.19864900000000,51.49861700000000
Cafe de la Paix,744677,Restaurant/Cafe/Canteen,2016-01-21,2,159 King's Road,LONDON,SW3 5TX,10,15,10,-0.16735700000000,51.48781800000000
Cafe Deco,334385,Restaurant/Cafe/Canteen,2016-01-27,2,62 Gloucester Road,LONDON,SW7 4QT,15,10,10,-0.18406300000000,51.49805100000000
Cafe Du Coin,333491,Restaurant/Cafe/Canteen,2016-07-19,2,229 Earl's Court Road,LONDON,SW5 9AQ,10,15,10,-0.19037500000000,51.49000100000000
Cafe Eve,750992,Restaurant/Cafe/Canteen,2015-04-22,5,Unit 15,Portobello Green,"281 Portobello Road, LONDON, W10 5TZ",5,5,5,-0.20749400000000,51.51883300000000
Cafe Floris,334687,Restaurant/Cafe/Canteen,2014-10-13,5,5 Harrington Road,LONDON,SW7 3ES,0,5,0,-0.17516400000000,51.49396500000000
Cafe Forum (Now T/A South Kensington Coffee Limited),334982,Restaurant/Cafe/Canteen,2015-06-16,3,146 Gloucester Road,LONDON,SW7 4SZ,10,10,10,-0.18246500000000,51.49366500000000
Cafe La Liaison,334048,Restaurant/Cafe/Canteen,2015-07-01,4,Unit 6A Gloucester Road Arcade,128 Gloucester Road,"LONDON, SW7 4SF",10,0,10,-0.18355500000000,51.49450900000000
Cafe Le Monde,334997,Restaurant/Cafe/Canteen,2015-03-17,4,56-56A Earl's Court Road,LONDON,W8 6EJ,5,10,5,-0.19831600000000,51.49792900000000
Cafe Nero,333443,Restaurant/Cafe/Canteen,2016-06-29,3,1 Wright's Lane,LONDON,W8 5RY,10,10,5,-0.19182900000000,51.49947500000000
Cafe Nero,333420,Restaurant/Cafe/Canteen,2015-02-12,5,168 Portobello Road,LONDON,W11 2EB,0,5,0,-0.20461100000000,51.51555200000000
Cafe Nero,333478,Restaurant/Cafe/Canteen,2015-02-18,5,174-176 Fulham Road,LONDON,,5,5,5,-0.18019200000000,51.48672400000000
Cafe Nero,334930,Restaurant/Cafe/Canteen,2016-07-19,3,Ground Floor,66 Old Brompton Road,"LONDON, SW7 3LQ",10,10,5,-0.17727000000000,51.49281100000000
Cafe Organic,334943,Restaurant/Cafe/Canteen,2016-08-04,5,71-73 Lots Road,LONDON,,5,5,5,-0.18485900000000,51.47873900000000
Cafe Phillies,334599,Restaurant/Cafe/Canteen,2015-12-21,3,2A Phillimore Gardens,LONDON,W8 7QB,10,5,10,-0.19829700000000,51.49988000000000
Cafe Portico,334246,Restaurant/Cafe/Canteen,2016-08-19,3,St Lukes & Christ Church,Sydney Street,"LONDON, SW3 6NH",5,10,10,-0.16921100000000,51.48973600000000
Cafe Tarte Ltd,334400,Restaurant/Cafe/Canteen,2015-09-16,5,270 Kensington High Street,LONDON,W8 6ND,5,5,5,-0.20055800000000,51.49879100000000
Cafe Tasili,334227,Takeaway/sandwich shop,2015-10-19,4,6 Hogarth Place,LONDON,SW5 0QT,5,10,5,,
Caffe Bartoli,418977,Restaurant/Cafe/Canteen,2016-04-13,3,335 Ladbroke Grove,LONDON,W10 6HA,10,5,10,-0.21375000000000,51.52325400000000
Caffe Concerto,772342,Restaurant/Cafe/Canteen,2015-06-19,5,239 Brompton Road,LONDON,SW3 2EP,0,0,5,-0.16860200000000,51.49665900000000
Caffe Concerto,771157,Restaurant/Cafe/Canteen,2015-08-26,5,88-90 Kensington High Street,LONDON,W8 4SG,5,5,5,-0.19226000000000,51.50171100000000
Caffe Concerto,334347,Restaurant/Cafe/Canteen,2015-06-22,3,Ground floor,52 King's Road,"LONDON, SW3 4UD",10,10,10,-0.16026100000000,51.49163700000000
Caffe Nero,837780,Restaurant/Cafe/Canteen,2016-04-14,5,214 Earl's Court Road,LONDON,SW5 9QB,5,5,0,-0.19365900000000,51.49219200000000
Caffe Nero,335037,Restaurant/Cafe/Canteen,2013-12-30,5,53 Notting Hill Gate,LONDON,W11 3JS,5,5,5,-0.19654600000000,51.50883600000000
Caffe Nero,334051,Restaurant/Cafe/Canteen,2014-11-10,4,Ground Floor,119-121 Gloucester Road,"LONDON, SW7 4TE",5,10,5,-0.18139300000000,51.49309900000000
Caffe Nero,535391,Restaurant/Cafe/Canteen,2013-04-24,5,Unit 13,Kensington Arcade,"123 Kensington High Street, LONDON, W8 5SF",0,0,0,-0.19251400000000,51.50075300000000
Cambio De Tercio,334873,Restaurant/Cafe/Canteen,2015-01-21,5,163 Old Brompton Road,LONDON,SW5 0LJ,5,5,5,-0.18359300000000,51.49065200000000
Camden Coffee House,815012,Restaurant/Cafe/Canteen,2015-10-27,3,155 Ladbroke Grove,LONDON,W10 6HJ,5,10,10,-0.21030900000000,51.51726600000000
Campden Coffee House,899254,Takeaway/sandwich shop,2016-08-12,4,155B Ladbroke Grove,LONDON,W10 6HJ,5,10,5,-0.21030900000000,51.51726600000000
Campden Hill Lawn Tennis Club,333509,Restaurant/Cafe/Canteen,2015-03-30,5,9 Aubrey Walk,LONDON,W8 7JH,5,5,0,-0.20162100000000,51.50619900000000
Candella,489733,Restaurant/Cafe/Canteen,2016-02-05,3,34 Kensington Church Street,LONDON,W8 4HA,10,10,10,-0.19183700000000,51.50400700000000
Candipop UK,798062,Other catering premises,2015-09-02,5,,,,5,5,5,,
Canvas,869771,Restaurant/Cafe/Canteen,2016-05-10,5,Phoenix House,1-5 Wilbraham Place,"LONDON,",5,5,5,-0.15732000000000,51.49419900000000
Canyon Juicery,653947,Restaurant/Cafe/Canteen,2014-03-03,5,Ground Floor Shop Unit,230-236 Westbourne Grove,"LONDON, W11 2RH",5,0,5,-0.20047100000000,51.51454400000000
Capital Hotel,334838,Hotel/bed & breakfast/guest house,2014-12-02,5,22-24 Basil Street,LONDON,SW3 1AT,5,5,5,-0.16167700000000,51.50013000000000
Capote y Toros Ltd,334011,Restaurant/Cafe/Canteen,2016-03-22,5,157 Old Brompton Road,LONDON,SW5 0LJ,0,0,0,-0.18359300000000,51.49065200000000
Ca'Puccino,689004,Restaurant/Cafe/Canteen,2016-04-14,4,25 Basil Street,LONDON,SW3 1BB,10,5,5,-0.16192700000000,51.49856900000000
Caraffini Ltd,334465,Restaurant/Cafe/Canteen,2015-03-31,5,61-63 Lower Sloane Street,LONDON,,5,0,5,-0.15658300000000,51.49033000000000
Cardinal Vaughan School,334463,School/college/university,2014-11-03,5,School Cardinal Vaughan Memorial School,89 Addison Road,"LONDON, W14 8BZ",5,0,0,-0.21175500000000,51.50389900000000
Carluccio's,334006,Restaurant/Cafe/Canteen,2014-10-09,5,3-5 Campden Hill Road,LONDON,W8 7DU,5,5,0,-0.19477500000000,51.50077900000000
Carluccio's Caffe,333553,Restaurant/Cafe/Canteen,2015-02-25,5,1-7 Old Brompton Road,LONDON,SW7 3HZ,0,5,5,-0.17413500000000,51.49340000000000
Carluccio's Caffe,333535,Restaurant/Cafe/Canteen,2015-04-28,5,236 Fulham Road,LONDON,,5,5,0,-0.18225900000000,51.48545200000000
Carpo Knighstbridge Limited,815016,Restaurant/Cafe/Canteen,2015-11-30,5,5 Montpelier Street,LONDON,SW7 1EX,5,0,0,-0.16587400000000,51.49892800000000
Casa Brindisa,333819,Restaurant/Cafe/Canteen,2015-04-21,4,7-9 Exhibition Road,LONDON,,5,5,10,-0.17381600000000,51.49489800000000
Casa Cruz,782445,Restaurant/Cafe/Canteen,2015-09-22,5,Basement Ground And First Floor South,123A Clarendon Road,"LONDON, W11 4JG",5,0,0,-0.21107300000000,51.51211600000000
Casa Manolo,837787,Restaurant/Cafe/Canteen,2016-01-07,5,187 King's Road,LONDON,SW3 5EB,5,5,5,-0.16852400000000,51.48710800000000
Cash & Carry,333725,Retailers - other,2016-04-05,3,Ground Floor,84 Golborne Road,"LONDON, W10 5PS",10,10,10,-0.20889000000000,51.52184000000000
Castle PH,334419,Pub/bar/nightclub,2016-06-24,5,Public House,100 Holland Park Avenue,"LONDON, W11 4UA",5,5,0,-0.20763400000000,51.50683000000000
Caterlink,850661,School/college/university,2016-02-23,5,Golborne Childrens Centre,2A Bevington Road,"LONDON, W10 5TN",0,0,0,-0.20665000000000,51.52052000000000
Caterlink Limited,853747,School/college/university,2016-02-26,5,Park Walk Primary School,Park Walk,"LONDON,",0,5,0,-0.17797500000000,51.48416200000000
Caterlink Limited,853748,School/college/university,2016-02-24,5,School,Oxford Gardens Primary,"Oxford Gardens, LONDON, W10 6NF",0,5,0,-0.21670300000000,51.51740900000000
Caterlink Limited,853745,School/college/university,2016-02-26,5,St Cuthbert With St Matthias School,Warwick Road,"LONDON, SW5 9UE",0,0,0,-0.19365200000000,51.48944900000000
Caterlink Limited,853746,School/college/university,2016-02-29,5,St Thomas Church of England Primary School,Appleford Road,"LONDON, W10 5EF",0,5,0,-0.20852500000000,51.52378600000000
Caterplus,653937,Restaurant/Cafe/Canteen,2016-02-29,5,St Catherines,7 Pembridge Square,"LONDON, W2 4EQ",0,0,0,-0.19548300000000,51.51128400000000
Catholic Charismatic Renewal Centre,535392,Restaurant/Cafe/Canteen,2013-09-23,3,Our Lady Of Dolours Rc Church,Fulham Road,"LONDON,",10,10,5,-0.18409500000000,51.48456300000000
Cath's Cafe,615445,Restaurant/Cafe/Canteen,2015-07-22,5,Third Floor,125-135 Freston Road,"LONDON, W10 6TH",0,5,5,-0.21983600000000,51.51283400000000
Cave Cafe,334679,Restaurant/Cafe/Canteen,2016-04-19,4,Ground Floor Cafe,531-533 King's Road,"LONDON, SW10 0SZ",5,5,10,-0.18527500000000,51.48022900000000
Caviar House & Prunier,333787,Restaurant/Cafe/Canteen,2015-01-26,5,Harrods,87-135 Brompton Road,"LONDON,",0,0,0,-0.16305300000000,51.49960300000000
Certitude Ltd,552044,Hospitals/Childcare/Caring Premises,2015-05-06,Exempt,,,,,,,,
Ceru,913528,Restaurant/Cafe/Canteen,,AwaitingInspection,7-9 Bute Street,LONDON,SW7 3EY,,,,-0.17660400000000,51.49361000000000
Ch!ps,815005,Other catering premises,2015-10-23,5,Portobello Green,281 Portobello Road,"LONDON, W10 5TZ",5,5,5,-0.20749400000000,51.51883300000000
CH&Co. Catering Ltd,334274,Restaurant/Cafe/Canteen,2016-03-01,5,Queen Ann's Orangery,Palace Green,"LONDON, W8 4PZ",5,5,5,-0.18909000000000,51.50607800000000
Chai Wu,734325,Restaurant/Cafe/Canteen,2015-01-26,5,Harrods,87-135 Brompton Road,"LONDON,",5,0,0,-0.16305300000000,51.49960300000000
Chakra,849474,Restaurant/Cafe/Canteen,2016-04-21,5,Ground Floor,33 Holland Street,"LONDON, W8 4LX",5,5,5,-0.19418100000000,51.50267600000000
Chamberlain House Day Centre,746256,Hospitals/Childcare/Caring Premises,2016-07-28,5,St Charles Hospital,Exmoor Street,"LONDON, W10 6DZ",0,0,5,-0.21742800000000,51.52244600000000
Chapati & Karak,635684,Restaurant/Cafe/Canteen,2016-01-15,5,144 Brompton Road,LONDON,SW3 1HY,0,5,0,-0.16602700000000,51.49870500000000
Charlton House Catering,463321,Restaurant/Cafe/Canteen,2016-08-26,5,Carlton Tower Hotel,Cadogan Place,"LONDON,",0,5,0,-0.15910300000000,51.49857900000000
Chatpata,333973,Pub/bar/nightclub,2014-11-24,5,160 Warwick Road,LONDON,W14 8PS,5,5,5,-0.20302000000000,51.49517700000000
Checkmate Bar,507883,Restaurant/Cafe/Canteen,2014-12-03,5,Park International Hotel,117-129 Cromwell Road,"LONDON, SW7 4DS",5,5,5,-0.18665100000000,51.49455700000000
Cheeky Burger,653939,Retailers - other,2015-08-08,4,,,,5,5,10,,
Cheers Ice Cream,840517,Mobile caterer,2016-02-03,5,,,,5,5,5,,
Chegworth Farm Shop,333848,Retailers - other,2015-05-06,4,221 Kensington Church Street,LONDON,W8 7LX,0,5,10,-0.19538000000000,51.50842300000000
Chelsea Adventure Playground,434216,Restaurant/Cafe/Canteen,2015-08-19,4,Royal Hospital,Road,"LONDON, SW3 4SR",0,0,10,-0.15912700000000,51.48688900000000
Chelsea Arts Club,334625,Restaurant/Cafe/Canteen,2014-12-17,5,143-145 Old Church Street,LONDON,SW3 6EB,5,5,5,-0.17466900000000,51.48796800000000
Chelsea Bun Diner,334759,Restaurant/Cafe/Canteen,2015-02-05,4,9A Lamont Road,LONDON,,5,0,10,-0.17784900000000,51.48336000000000
Chelsea Cake Company,734326,Other catering premises,2015-01-20,Exempt,,,,,,,,
Chelsea Cellar,845654,Restaurant/Cafe/Canteen,2016-06-29,5,Basement,9 Park Walk,"LONDON,",5,5,5,-0.17984500000000,51.48602600000000
Chelsea Cinema,335027,Retailers - other,2010-10-08,Exempt,206 King's Road,LONDON,SW3 5XP,,,,-0.16698700000000,51.48843300000000
Chelsea Cloisters Filling Station and Car Park,334014,Retailers - other,2016-08-22,3,Garage Chelsea Cloisters,Sloane Avenue,"LONDON, SW3 3DL",5,10,10,-0.16744800000000,51.49237000000000
Chelsea Food & Wine,334820,Retailers - other,2015-03-17,3,429 King's Road,LONDON,,10,5,10,-0.17799200000000,51.48267000000000
Chelsea Food and Wine,583014,Retailers - other,2015-08-20,5,5 Elystan Street,LONDON,SW3 3NT,0,5,5,-0.16724800000000,51.49125200000000
Chelsea Health Store,333879,Retailers - other,2013-06-03,5,400 King's Road,#Error,ndon,5,0,5,-0.17737100000000,51.48339700000000
Chelsea House Hotel,333835,Hotel/bed & breakfast/guest house,2014-01-10,5,96 Redcliffe Gardens,LONDON,,5,5,5,-0.19011900000000,51.48882900000000
Chelsea Methodist Church,334575,Other catering premises,2015-09-23,5,155A King's Road,LONDON,SW3 5TX,0,0,5,-0.16735700000000,51.48781800000000
Chelsea Newsagents,334713,Retailers - other,2009-10-30,4,Units E And F,369 Fulham Road,"LONDON,",5,10,5,-0.18147100000000,51.48427100000000
Chelsea Pensioner,783614,Pub/bar/nightclub,2015-07-29,4,Public House,358 Fulham Road,"LONDON,",5,5,10,-0.18780200000000,51.48152700000000
Chelsea Pensioners Club,746258,Pub/bar/nightclub,2015-03-19,5,Royal Hospital,Road,"LONDON, SW3 4SR",0,0,0,-0.15912700000000,51.48688900000000
Chelsea Potter,334403,Pub/bar/nightclub,2015-07-21,5,119 King's Road,LONDON,SW3 4PL,5,5,5,-0.16612700000000,51.48833000000000
Chelsea Quarter Cafe,334300,Restaurant/Cafe/Canteen,2016-06-15,1,219 King's Road,LONDON,SW3 5EJ,10,10,20,-0.17118900000000,51.48636700000000
Chelsea Ram PH,455533,Pub/bar/nightclub,2016-02-16,5,Public House,32 Burnaby Street,"LONDON,",5,5,0,-0.18288500000000,51.47912200000000
Chelsea Spice & Grill,334958,Takeaway/sandwich shop,2015-02-17,4,126 Bramley Road,LONDON,W10 6TJ,5,5,10,-0.21719700000000,51.51581600000000
Chelsea Theatre Cafe,576892,Restaurant/Cafe/Canteen,2016-07-15,3,Chelsea Community Centre,7 World's End Place,"LONDON,",5,10,10,-0.17979100000000,51.48160100000000
Chelsea Theatre Co-op,583013,Retailers - other,2013-07-24,5,,,,5,5,5,,
Chepstow House School,814998,School/college/university,2015-09-29,5,108A Lancaster Road,LONDON,W11 1QS,5,0,0,-0.20799900000000,51.51736600000000
Chepstow House School,334259,School/college/university,2015-11-10,5,19 Pembridge Villas,LONDON,W11 3EP,5,5,0,-0.19707300000000,51.51299900000000
Cheyne Family Centre,334933,Hospitals/Childcare/Caring Premises,2015-09-18,5,Day Nursery,10 Thorndike Close,"LONDON,",0,0,5,-0.18385400000000,51.48048600000000
Cheyne News,334558,Retailers - other,2014-02-28,Exempt,419 King's Road,LONDON,,,,,-0.17799200000000,51.48267000000000
Cheyne Walk Brasserie,334350,Restaurant/Cafe/Canteen,2016-03-03,5,Restaurant,50 Cheyne Walk,"LONDON, SW3 5LR",5,5,5,-0.16956000000000,51.48353600000000
Chez Patrick,333716,Restaurant/Cafe/Canteen,2015-02-23,5,7 Stratford Road,LONDON,W8 6RF,0,5,5,-0.19343200000000,51.49682900000000
Chicama,910725,Restaurant/Cafe/Canteen,2016-08-25,5,Restaurant,1-3 Milman's Street,"LONDON,",5,0,0,-0.17538300000000,51.48271000000000
Chilled Eskimo,333519,Pub/bar/nightclub,2009-06-22,4,The,48 Southern Row,"LONDON, W10 5AN",5,5,10,-0.21138000000000,51.52488100000000
Chinese Tea Company,334137,Retailers - other,2011-03-24,5,Unit 14 Portobello Green,281 Portobello Road,"LONDON, W10 5TZ",0,0,5,-0.20749400000000,51.51883300000000
Chisou Restaurant,334060,Restaurant/Cafe/Canteen,2015-08-24,5,31 Beauchamp Place,LONDON,SW3 1NU,5,5,5,-0.16435700000000,51.49724000000000
Chloe Bowler,842223,Other catering premises,2016-02-24,5,,,,5,5,5,,
Choice Newsagents,716716,Retailers - other,2016-07-07,4,110 Golborne Road,LONDON,W10 5PS,0,10,5,-0.20889000000000,51.52184000000000
Chopstix,848131,Takeaway/sandwich shop,2016-02-26,4,133 Ladbroke Grove,LONDON,W11 1PN,5,5,10,-0.20948400000000,51.51624700000000
Chopstix Noodle Bar,850662,Takeaway/sandwich shop,2016-03-11,4,28 Thurloe Street,LONDON,SW7 2LT,0,10,0,-0.17371000000000,51.49430200000000
Christ Church Street French Nursery,815000,Hospitals/Childcare/Caring Premises,2015-06-29,5,Christ Church,Christchurch Street,"LONDON, SW3 4AS",0,5,5,-0.16355800000000,51.48594200000000
Christchurch C of E Primary School,334768,School/college/university,2016-01-20,4,1A Robinson Street,LONDON,SW3 4AA,5,10,5,-0.16432800000000,51.48542400000000
Chucs Bar and Grill,839159,Restaurant/Cafe/Canteen,2016-02-23,5,226 Westbourne Grove,LONDON,W11 2RH,5,5,0,-0.20047100000000,51.51454400000000
Churchill Arms,334562,Pub/bar/nightclub,2008-11-13,4,Public House,119 Kensington Church Street,"LONDON, W8 7LN",0,10,0,-0.19476200000000,51.50656100000000
Churchill Thai Kitchen,333836,Restaurant/Cafe/Canteen,2015-01-22,5,PUBLIC HOUSE,119 Kensington Church Street,"LONDON, W8 7LN",5,5,5,-0.19476200000000,51.50656100000000
Cibo,334421,Restaurant/Cafe/Canteen,2015-09-30,5,3 Russell Gardens,LONDON,W14 8EZ,5,5,0,-0.21122800000000,51.50005100000000
Cineworld,334887,Takeaway/sandwich shop,2016-06-13,5,Cinema,279 King's Road,"LONDON, SW3 5EW",5,5,5,-0.17356300000000,51.48534300000000
Cineworld Cinemas,334870,Restaurant/Cafe/Canteen,2008-10-02,5,142-150 Fulham Road,LONDON,,5,5,5,-0.17944000000000,51.48716200000000
